state,week,depression,anxiety,addiction,counselling,mental_health,stay_at_home,mask_mandate,gatherings_banned,business_closures,travel_restrictions,covid_restrictions
Arizona ,2018-10-14,65.0,74.0,19.0,37.0,35.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2018-10-21,70.0,92.0,23.0,46.0,29.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2018-10-28,84.0,78.0,24.0,45.0,35.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2018-11-04,72.0,82.0,27.0,40.0,32.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2018-11-11,70.0,76.0,24.0,39.0,26.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2018-11-18,66.0,78.0,28.0,32.0,21.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2018-11-25,69.0,82.0,22.0,39.0,29.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2018-12-02,77.0,69.0,29.0,38.0,36.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2018-12-09,71.0,82.0,22.0,31.0,24.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2018-12-16,68.0,73.0,19.0,37.0,32.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2018-12-23,55.0,65.0,19.0,23.0,21.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2018-12-30,56.0,74.0,22.0,28.0,26.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-01-06,72.0,82.0,23.0,38.0,27.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-01-13,83.0,79.0,26.0,42.0,27.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-01-20,68.0,64.0,25.0,39.0,28.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-01-27,80.0,68.0,24.0,48.0,34.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-02-03,78.0,80.0,21.0,41.0,32.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-02-10,76.0,69.0,26.0,34.0,31.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-02-17,80.0,78.0,25.0,46.0,29.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-02-24,80.0,82.0,29.0,38.0,30.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-03-03,89.0,86.0,32.0,41.0,31.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-03-10,79.0,83.0,27.0,42.0,31.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-03-17,75.0,77.0,25.0,34.0,23.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-03-24,79.0,81.0,30.0,40.0,28.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-03-31,75.0,70.0,30.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-04-07,85.0,100.0,33.0,42.0,28.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-04-14,68.0,77.0,29.0,46.0,29.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-04-21,80.0,86.0,34.0,33.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-04-28,79.0,80.0,27.0,51.0,37.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-05-05,74.0,84.0,25.0,40.0,32.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-05-12,72.0,69.0,25.0,37.0,30.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-05-19,66.0,74.0,30.0,36.0,33.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-05-26,60.0,77.0,25.0,39.0,28.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-06-02,55.0,72.0,22.0,41.0,30.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-06-09,51.0,68.0,24.0,41.0,26.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-06-16,67.0,76.0,28.0,35.0,31.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-06-23,59.0,83.0,25.0,44.0,32.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-06-30,52.0,70.0,27.0,38.0,30.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-07-07,47.0,98.0,28.0,41.0,25.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-07-14,51.0,81.0,27.0,46.0,31.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-07-21,56.0,79.0,26.0,42.0,33.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-07-28,62.0,80.0,27.0,40.0,28.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-08-04,65.0,77.0,26.0,42.0,39.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-08-11,56.0,86.0,26.0,43.0,38.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-08-18,59.0,80.0,25.0,46.0,32.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-08-25,60.0,76.0,22.0,46.0,39.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-09-01,61.0,77.0,24.0,42.0,41.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-09-08,61.0,81.0,26.0,55.0,35.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-09-15,67.0,86.0,33.0,45.0,39.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-09-22,66.0,78.0,21.0,53.0,31.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-09-29,73.0,81.0,24.0,41.0,42.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-10-06,66.0,76.0,22.0,43.0,58.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-10-13,67.0,92.0,21.0,43.0,35.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-10-20,74.0,78.0,20.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-10-27,69.0,77.0,26.0,40.0,33.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-11-03,74.0,84.0,27.0,50.0,38.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-11-10,65.0,78.0,23.0,39.0,37.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-11-17,76.0,80.0,28.0,45.0,39.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-11-24,54.0,61.0,26.0,25.0,29.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-12-01,64.0,72.0,23.0,37.0,34.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-12-08,71.0,71.0,24.0,43.0,29.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-12-15,56.0,73.0,23.0,34.0,28.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-12-22,46.0,64.0,19.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2019-12-29,50.0,68.0,24.0,41.0,22.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2020-01-05,61.0,74.0,20.0,45.0,30.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2020-01-12,66.0,82.0,22.0,49.0,42.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2020-01-19,63.0,68.0,27.0,47.0,45.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2020-01-26,71.0,85.0,21.0,41.0,33.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2020-02-02,87.0,76.0,29.0,45.0,34.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2020-02-09,77.0,65.0,24.0,39.0,35.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2020-02-16,75.0,83.0,29.0,39.0,38.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2020-02-23,75.0,78.0,28.0,43.0,42.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2020-03-01,76.0,62.0,26.0,38.0,41.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2020-03-08,68.0,70.0,21.0,42.0,28.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2020-03-15,76.0,63.0,14.0,32.0,27.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2020-03-22,69.0,81.0,24.0,29.0,27.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2020-03-29,90.0,72.0,27.0,29.0,33.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2020-04-05,88.0,69.0,25.0,30.0,28.0,1.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-04-12,82.0,75.0,19.0,30.0,34.0,1.0,0.0,1.0,1.0,1.0,Least Restrictions
Arizona ,2020-04-19,87.0,71.0,20.0,27.0,31.0,1.0,0.0,1.0,1.0,1.0,Least Restrictions
Arizona ,2020-04-26,80.0,83.0,19.0,30.0,37.0,1.0,0.0,1.0,1.0,1.0,Least Restrictions
Arizona ,2020-05-03,69.0,75.0,30.0,33.0,35.0,1.0,0.0,1.0,1.0,1.0,Least Restrictions
Arizona ,2020-05-10,69.0,68.0,22.0,37.0,31.0,1.0,0.0,1.0,1.0,1.0,Least Restrictions
Arizona ,2020-05-17,71.0,77.0,22.0,35.0,38.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-05-24,52.0,76.0,20.0,26.0,35.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-05-31,56.0,64.0,23.0,31.0,35.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-06-07,60.0,74.0,24.0,36.0,31.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-06-14,53.0,88.0,25.0,39.0,40.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-06-21,48.0,86.0,26.0,36.0,31.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-06-28,60.0,88.0,17.0,29.0,28.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-07-05,55.0,83.0,17.0,37.0,31.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-07-12,55.0,81.0,24.0,36.0,35.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-07-19,53.0,78.0,18.0,42.0,38.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-07-26,53.0,88.0,23.0,37.0,32.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-08-02,53.0,84.0,26.0,40.0,32.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-08-09,61.0,79.0,13.0,35.0,39.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-08-16,54.0,75.0,22.0,37.0,38.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-08-23,62.0,86.0,24.0,39.0,38.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-08-30,60.0,86.0,23.0,38.0,38.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-09-06,69.0,85.0,20.0,39.0,36.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-09-13,64.0,79.0,29.0,36.0,43.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-09-20,70.0,72.0,20.0,40.0,51.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-09-27,62.0,85.0,23.0,32.0,44.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-10-04,65.0,75.0,24.0,37.0,48.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-10-11,58.0,79.0,19.0,37.0,43.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-10-18,67.0,87.0,26.0,34.0,32.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-10-25,62.0,78.0,19.0,30.0,33.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-11-01,52.0,64.0,19.0,27.0,28.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-11-08,63.0,71.0,22.0,41.0,40.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-11-15,64.0,72.0,28.0,41.0,35.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-11-22,53.0,72.0,11.0,30.0,15.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-11-29,66.0,72.0,23.0,39.0,41.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-12-06,59.0,84.0,16.0,32.0,36.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-12-13,59.0,83.0,27.0,31.0,34.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-12-20,38.0,67.0,26.0,20.0,26.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2020-12-27,55.0,74.0,16.0,24.0,26.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2021-01-03,52.0,66.0,23.0,30.0,32.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2021-01-10,56.0,72.0,20.0,36.0,31.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2021-01-17,53.0,89.0,22.0,33.0,32.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2021-01-24,68.0,94.0,22.0,30.0,35.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2021-01-31,68.0,97.0,23.0,39.0,43.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2021-02-07,69.0,93.0,22.0,34.0,38.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2021-02-14,72.0,88.0,22.0,40.0,30.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2021-02-21,56.0,86.0,24.0,39.0,47.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2021-02-28,74.0,85.0,22.0,37.0,39.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2021-03-07,64.0,77.0,23.0,42.0,42.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2021-03-14,54.0,85.0,26.0,36.0,30.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2021-03-21,62.0,92.0,19.0,39.0,40.0,0.0,0.0,1.0,1.0,0.0,Least Restrictions
Arizona ,2021-03-28,73.0,74.0,29.0,41.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-04-04,72.0,99.0,23.0,43.0,36.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-04-11,68.0,86.0,23.0,41.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-04-18,61.0,86.0,20.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-04-25,66.0,76.0,22.0,37.0,48.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-05-02,68.0,82.0,26.0,37.0,49.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-05-09,65.0,82.0,18.0,44.0,45.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-05-16,70.0,92.0,23.0,43.0,47.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-05-23,64.0,85.0,20.0,39.0,49.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-05-30,55.0,85.0,26.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-06-06,59.0,82.0,23.0,43.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-06-13,60.0,78.0,20.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-06-20,53.0,88.0,18.0,31.0,38.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-06-27,61.0,92.0,19.0,45.0,37.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-07-04,53.0,99.0,18.0,41.0,33.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-07-11,49.0,72.0,13.0,37.0,39.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-07-18,52.0,90.0,22.0,38.0,35.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-07-25,52.0,89.0,18.0,43.0,45.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-08-01,53.0,91.0,22.0,37.0,47.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-08-08,54.0,91.0,21.0,42.0,39.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-08-15,59.0,91.0,22.0,46.0,42.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-08-22,56.0,87.0,22.0,42.0,36.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-08-29,53.0,90.0,21.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-09-05,55.0,84.0,26.0,45.0,37.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-09-12,63.0,91.0,24.0,41.0,50.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-09-19,61.0,96.0,22.0,51.0,49.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-09-26,72.0,86.0,23.0,44.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-10-03,48.0,89.0,28.0,39.0,38.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-10-10,58.0,90.0,21.0,47.0,58.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-10-17,52.0,82.0,23.0,41.0,47.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-10-24,63.0,82.0,26.0,44.0,45.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-10-31,66.0,84.0,18.0,44.0,54.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-11-07,54.0,84.0,26.0,43.0,51.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-11-14,61.0,85.0,22.0,39.0,52.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-11-21,46.0,64.0,25.0,30.0,33.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-11-28,51.0,80.0,24.0,38.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-12-05,52.0,77.0,30.0,38.0,48.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-12-12,50.0,71.0,18.0,35.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-12-19,29.0,70.0,21.0,25.0,29.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2021-12-26,48.0,77.0,23.0,24.0,38.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-01-02,57.0,81.0,24.0,38.0,46.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-01-09,58.0,83.0,30.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-01-16,59.0,91.0,26.0,38.0,42.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-01-23,60.0,90.0,29.0,37.0,49.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-01-30,78.0,90.0,24.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-02-06,72.0,76.0,27.0,45.0,55.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-02-13,75.0,80.0,28.0,42.0,52.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-02-20,78.0,88.0,20.0,37.0,50.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-02-27,69.0,89.0,24.0,42.0,50.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-03-06,68.0,79.0,33.0,46.0,42.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-03-13,55.0,74.0,20.0,39.0,50.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-03-20,68.0,91.0,23.0,40.0,53.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-03-27,73.0,88.0,27.0,47.0,56.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-04-03,69.0,88.0,21.0,45.0,59.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-04-10,68.0,82.0,25.0,37.0,50.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-04-17,75.0,94.0,33.0,39.0,55.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-04-24,68.0,80.0,25.0,44.0,63.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-05-01,76.0,76.0,24.0,48.0,66.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-05-08,67.0,81.0,22.0,43.0,60.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-05-15,65.0,70.0,21.0,44.0,49.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-05-22,56.0,78.0,28.0,35.0,59.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-05-29,56.0,78.0,18.0,35.0,48.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-06-05,54.0,78.0,21.0,32.0,47.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-06-12,61.0,80.0,21.0,32.0,46.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-06-19,60.0,83.0,25.0,34.0,51.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-06-26,45.0,83.0,23.0,41.0,46.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-07-03,56.0,84.0,24.0,42.0,44.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-07-10,51.0,81.0,24.0,39.0,46.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-07-17,47.0,83.0,20.0,38.0,41.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-07-24,52.0,86.0,22.0,40.0,48.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-07-31,46.0,81.0,23.0,45.0,47.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-08-07,46.0,91.0,23.0,44.0,55.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-08-14,53.0,84.0,22.0,44.0,53.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-08-21,42.0,81.0,24.0,46.0,50.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-08-28,54.0,84.0,24.0,43.0,44.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-09-04,51.0,78.0,23.0,42.0,50.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-09-11,60.0,86.0,28.0,46.0,55.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-09-18,63.0,78.0,22.0,40.0,55.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-09-25,63.0,87.0,27.0,43.0,63.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-10-02,53.0,81.0,24.0,41.0,51.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-10-09,50.0,86.0,26.0,39.0,59.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-10-16,51.0,79.0,23.0,44.0,47.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-10-23,51.0,90.0,26.0,39.0,60.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-10-30,55.0,75.0,24.0,41.0,54.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-11-06,56.0,78.0,27.0,32.0,45.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-11-13,57.0,78.0,34.0,35.0,56.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-11-20,48.0,57.0,22.0,24.0,42.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-11-27,55.0,67.0,26.0,37.0,55.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-12-04,66.0,79.0,23.0,35.0,59.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-12-11,59.0,70.0,26.0,34.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-12-18,48.0,72.0,22.0,36.0,34.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2022-12-25,40.0,63.0,20.0,32.0,35.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Arizona ,2023-01-01,46.0,81.0,22.0,31.0,37.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
California,2017-12-31,53.0,72.0,26.0,29.0,25.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
California,2018-01-07,65.0,77.0,26.0,32.0,34.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
California,2018-01-14,66.0,72.0,28.0,33.0,35.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
California,2018-01-21,79.0,77.0,27.0,36.0,34.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
California,2018-01-28,83.0,81.0,28.0,34.0,37.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
California,2018-02-04,86.0,79.0,28.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
California,2018-02-11,81.0,77.0,32.0,32.0,39.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
